POSTE;NOM;ALT;DATE;RR_RRMOY;T_TMMOY
98812001;KOUMAC;25;10;20,8;
98812001;KOUMAC;25;11;37,4;
98812001;KOUMAC;25;12;79,8;
98812001;KOUMAC;25;13;955,4;
98814001;OUANAHAM;30;01;174,2;26,2
98814001;OUANAHAM;30;02;194,9;26,6
98814001;OUANAHAM;30;03;242,4;26,2
98814001;OUANAHAM;30;04;185,2;24,9
98814001;OUANAHAM;30;05;144,8;22,7
98814001;OUANAHAM;30;06;127,8;21,4
98814001;OUANAHAM;30;07;88,2;20,1
98814001;OUANAHAM;30;08;70,8;20,0
98814001;OUANAHAM;30;09;70,4;21,0
98814001;OUANAHAM;30;10;66,6;22,5
98814001;OUANAHAM;30;11;75,9;23,9
98814001;OUANAHAM;30;12;137,8;25,3
98814001;OUANAHAM;30;13;1579,0;23,4
98818001;NOUMEA;69;01;107,2;26,5
98818001;NOUMEA;69;02;128,3;26,9
98818001;NOUMEA;69;03;161,9;26,2
98818001;NOUMEA;69;04;118,3;24,7
98818001;NOUMEA;69;05;89,9;22,9
98818001;NOUMEA;69;06;77,5;21,6
98818001;NOUMEA;69;07;69,8;20,6
98818001;NOUMEA;69;08;67,5;20,5
98818001;NOUMEA;69;09;39,3;21,5
98818001;NOUMEA;69;10;36,3;22,9
98818001;NOUMEA;69;11;44,2;24,3
98818001;NOUMEA;69;12;64,0;25,8
98818001;NOUMEA;69;13;1004,2;23,7
98821001;LA TONTOUTA;37;01;94,9;26,6
98821001;LA TONTOUTA;37;02;122,0;26,9
98821001;LA TONTOUTA;37;03;133,9;26,1
98821001;LA TONTOUTA;37;04;73,0;24,4
98821001;LA TONTOUTA;37;05;64,2;22,3
98821001;LA TONTOUTA;37;06;64,1;20,7
98821001;LA TONTOUTA;37;07;57,9;19,5
98821001;LA TONTOUTA;37;08;65,9;19,6
98821001;LA TONTOUTA;37;09;28,3;20,8
98821001;LA TONTOUTA;37;10;23,9;22,7
98821001;LA TONTOUTA;37;11;40,4;24,3
98821001;LA TONTOUTA;37;12;83,4;25,9
98821001;LA TONTOUTA;37;13;851,9;23,3
